id_evento,tipo_evento,descripcion,canal,estado,fecha_evento,responsable,observaciones
801,Campaña,Old past if enough home former.,SMS,Activo,2024-10-18,Derek Hernandez,Well society lay then.
802,Reclamo,Manager my fall.,SMS,Activo,2025-01-26,Andrew Brady,Company research too fund.
803,Mantenimiento,Matter within party early their physical.,SMS,Finalizado,2025-02-26,Patrick Hudson,Size education the.
804,Campaña,Worker land happen certain.,Email,Activo,2024-08-27,Kendra Allen,Write raise artist.
805,Mantenimiento,Capital short human difference add.,Llamada,Finalizado,2024-12-21,Daniel Kaufman,Box role computer.
806,Reclamo,Popular hit positive nor.,Email,Finalizado,2024-06-26,Daniel Frazier,Event assume agency claim if.
807,Campaña,Nor kid send create focus.,Email,Activo,2025-01-29,Jeremy Wheeler,Half who seek system.
808,Mantenimiento,Type sort hot truth price.,SMS,Finalizado,2024-06-02,Crystal Quinn,With try citizen late enough.
809,Campaña,Year interest them together.,SMS,Finalizado,2024-06-12,Patricia Brown,Lot wide five executive.
810,Reclamo,Everything run inside generation want image.,Email,Finalizado,2024-08-11,Michael Williams,Customer respond interest.
811,Reclamo,Relate care natural.,SMS,Activo,2025-02-18,Andrew Morrison,Reality green pick receive.
812,Mantenimiento,Draw seat artist.,SMS,Finalizado,2025-03-09,Zachary Mclaughlin,She wide pass purpose fill.
813,Campaña,Article heavy civil first physical this.,Email,Finalizado,2024-10-08,Claire Taylor,Sort after entire and.
814,Campaña,Painting key network mother.,Email,Activo,2024-11-25,Jon Lawson,Popular send large sound.
815,Reclamo,Indicate art under.,SMS,Activo,2024-04-18,Roger Smith,Common teacher order church.
816,Campaña,Fish sound discover respond people capital.,SMS,Finalizado,2024-07-12,Joann Morrow,Day person suggest capital.
817,Campaña,Vote weight less expect fill protect.,Llamada,Finalizado,2024-11-01,Joshua Alexander,Author theory behind.
818,Reclamo,Into newspaper media leader list.,Email,Finalizado,2024-10-15,Matthew Jensen,Live tonight project girl.
819,Reclamo,Put will firm necessary shake simply.,Llamada,Finalizado,2024-06-13,Lisa Blair,Star quite war.
820,Campaña,Thank affect within it.,SMS,Finalizado,2024-10-15,Melissa Hernandez,Yard health nation research.
821,Mantenimiento,Wide piece reflect herself.,SMS,Finalizado,2025-04-05,Joan Rogers,Leg participant field among.
822,Campaña,Stuff participant national already region.,Llamada,Activo,2025-02-07,Kim Cardenas,Store increase reveal up.
823,Reclamo,Because great perhaps other seven reach.,Email,Activo,2025-03-16,Sheila Munoz,Thank yes partner.
824,Campaña,Relationship several news relate cell approach.,Email,Activo,2024-12-09,Kenneth Harris,State road far large.
825,Mantenimiento,Rather president exist arrive two force.,Llamada,Finalizado,2024-11-06,Melanie Mcintyre,Dark wife tell. Under me my.
826,Mantenimiento,Nature administration if year each manager.,Email,Activo,2024-09-13,Elizabeth Ward,Beyond level station usually.
827,Mantenimiento,Land wrong health young wind threat.,SMS,Finalizado,2024-10-16,Jason Jennings,Although throughout however.
828,Mantenimiento,Take rest Mrs season.,Email,Finalizado,2024-12-07,Calvin Evans,Voice yet action.
829,Mantenimiento,Lose change according.,Email,Finalizado,2024-09-21,Lauren Perez,Building account seven must.
830,Reclamo,Civil pressure rock identify wide health.,SMS,Activo,2024-10-07,Patrick Bowman,Popular under her allow.
831,Reclamo,Billion vote general.,SMS,Activo,2024-07-12,Kelly Small,Easy own there professional.
832,Mantenimiento,Anything example upon course minute middle.,Email,Finalizado,2024-05-25,Stephanie Gibson,Skin there ok enjoy.
833,Reclamo,Shoulder election lose shoulder daughter.,Email,Activo,2024-09-12,Joseph Mcdowell,Often produce employee.
834,Reclamo,Perhaps class teach.,SMS,Finalizado,2025-04-08,Jenna Johnson,Ahead notice establish ask.
835,Mantenimiento,Major begin since room strong policy.,Email,Finalizado,2024-06-21,Maria Hampton,Site have guess.
836,Mantenimiento,Claim spring or occur race.,Llamada,Activo,2024-05-14,Misty Allen,Turn upon few present.
837,Reclamo,Right grow since later dog.,SMS,Activo,2024-08-28,Laura Wilson,Somebody score bar.
838,Reclamo,Economy reduce dinner smile nice.,SMS,Activo,2024-08-26,Kevin Williams MD,Usually study fear five.
839,Mantenimiento,Quality cell lot.,Email,Finalizado,2024-05-11,Jack Sparks,Local bank treat rule loss.
840,Mantenimiento,Consumer natural success table pay this.,Email,Finalizado,2024-04-18,Charles Garcia,Including to story small.
841,Reclamo,Whom guy until past deep.,SMS,Activo,2025-01-24,Wesley Howard,Involve few treat.
842,Mantenimiento,Few cell suffer decade interesting.,SMS,Activo,2024-05-15,Scott Duffy,Stop win research church.
843,Reclamo,Once mission both single say worry.,SMS,Activo,2024-10-07,Robyn Hart,Court stage all less many.
844,Reclamo,Year affect prove reflect current.,Llamada,Finalizado,2025-02-11,Laura Wagner,Indicate forget single.
845,Mantenimiento,Everybody bar data media against executive.,SMS,Activo,2024-07-23,Carolyn Carr,Democratic kind floor.
846,Campaña,Ready provide station middle number.,Email,Activo,2024-12-19,Michael Gregory,Alone true board stay.
847,Reclamo,Find sell nice three letter.,Email,Finalizado,2024-06-26,Kenneth Brown,Thing necessary push threat.
848,Mantenimiento,Consumer ready artist art.,Llamada,Activo,2024-12-09,Ronald Peters,Later to because only.
849,Mantenimiento,Save job wish federal.,Llamada,Activo,2025-04-02,Joseph Beck,So special part few.
850,Reclamo,Radio outside yet data.,Llamada,Finalizado,2024-07-21,Robin Jones,His card rise.
851,Campaña,Time reason model government five station.,Email,Finalizado,2024-11-29,Amy Hunter,Board color run.
852,Reclamo,Sing gas speak join newspaper effort.,Llamada,Activo,2024-12-05,Teresa Stone,Ground edge election draw.
853,Campaña,Civil various consider reduce perform language.,Email,Finalizado,2024-10-22,Aimee Clark,Blue trouble kid information.
854,Mantenimiento,Expect professor it.,Email,Finalizado,2024-04-10,Jack Brooks,Mother anyone watch.
855,Reclamo,Huge more many box.,Email,Activo,2024-10-10,Reginald Ruiz,Trial military effort break.
856,Mantenimiento,Early when bring discuss.,Email,Activo,2024-10-01,Carl Hayes DDS,Force away culture.
857,Reclamo,Thing record former little face.,Email,Activo,2025-02-21,Jessica Frederick,Or know its start have.
858,Campaña,Officer direction like team member necessary.,Email,Finalizado,2024-07-31,Nicole Howell,Seat bad north happy.
859,Campaña,Boy management way others.,Llamada,Finalizado,2025-01-04,Caleb Williams,Sea hour notice.
860,Mantenimiento,Sing how minute either.,Llamada,Activo,2024-10-25,Maria Jackson,Late turn somebody.
861,Mantenimiento,Popular recognize notice beyond.,SMS,Finalizado,2025-03-09,Sara Smith,Artist top wide once.
862,Reclamo,On media minute chair west.,Email,Activo,2024-07-30,Chelsea Woodard,Face art idea.
863,Campaña,Between wall carry head worker.,Email,Activo,2025-01-18,Heather Li,Involve your discuss.
864,Reclamo,Lead morning already instead of.,Llamada,Activo,2025-02-14,James Lewis,Set step gun show radio.
865,Reclamo,Civil process word.,Llamada,Finalizado,2024-10-10,Eric Fleming,Nature ahead answer.
866,Campaña,Nothing only long budget green international.,Llamada,Finalizado,2024-04-13,Thomas Sanchez,Shoulder budget may safe.
867,Mantenimiento,Probably east analysis I hold once.,SMS,Activo,2024-07-27,Shawn Harrison,Share past language just.
868,Campaña,Loss share process want may.,Email,Finalizado,2024-06-27,Sarah Tucker,Statement else itself toward.
869,Mantenimiento,Now executive ago everything.,Email,Finalizado,2024-05-04,Kimberly Salazar,Consumer no as.
870,Reclamo,Imagine first step enough dream open prevent.,Llamada,Finalizado,2024-06-21,Kathy Gonzalez,Wonder sing window.
871,Reclamo,Key sing film first head.,Email,Activo,2024-12-21,Tanya Bradley DVM,Whose scene small shoulder.
872,Mantenimiento,Stand try thus community.,Email,Activo,2024-05-05,Joanna Decker,Board treatment support fine.
873,Campaña,Everyone option suffer gas half fight.,SMS,Finalizado,2025-03-06,Julian Rivers,Close business knowledge.
874,Campaña,Forward writer tree manage.,Email,Finalizado,2025-03-28,Edward Smith,Suddenly how cost cultural.
875,Campaña,Everything degree keep large across set.,Email,Finalizado,2025-03-19,David Maddox,Hundred couple create should.
876,Mantenimiento,Expect situation quickly quickly.,Email,Activo,2024-12-03,James Warner,This machine now if.
877,Campaña,Into feeling easy large.,Llamada,Finalizado,2025-02-16,Christopher Robinson,Song surface lawyer cause.
878,Campaña,Rather present talk field.,Llamada,Finalizado,2025-01-12,Daniel Ryan,Probably each believe me.
879,Campaña,Responsibility material teach anyone operation.,SMS,Activo,2024-12-12,Veronica Hartman,Whether force we decide.
880,Campaña,Development everything might support here.,Llamada,Activo,2024-11-30,Valerie Wilson,Beat story serious.
881,Campaña,News understand hand.,Email,Activo,2024-11-26,Rachel Barajas,Soldier answer exist window.
882,Mantenimiento,Despite serve including mouth house.,SMS,Activo,2024-11-22,Jeremy Cruz,Office analysis she physical.
883,Mantenimiento,Maybe wife provide need just himself.,Llamada,Activo,2025-02-15,George Suarez,Cup mother also leader.
884,Campaña,Bill opportunity top.,Llamada,Finalizado,2024-04-18,Erin Friedman,Result itself about scene.
885,Campaña,Within method will outside.,Llamada,Activo,2024-12-26,Sandra Armstrong,Though season truth ask draw.
886,Reclamo,Memory prevent card herself.,Email,Activo,2024-06-09,Courtney Johnson,Never conference far.
887,Mantenimiento,Fund quite four culture watch.,Email,Finalizado,2024-12-06,Devon Mathis,Create people live foot.
888,Mantenimiento,Executive coach several indicate.,SMS,Activo,2024-09-02,Daniel Hernandez,Of up pick soldier message.
889,Campaña,Player amount they strategy test poor beyond.,Llamada,Activo,2025-01-30,Bridget Lynch,Movie condition consider yet.
890,Mantenimiento,Analysis avoid wear audience voice generation.,Llamada,Finalizado,2024-09-18,Joseph Duran,Same do again.
891,Mantenimiento,Head chance design seem blue section.,SMS,Activo,2024-11-22,Nicholas Nguyen,East force book conference.
892,Reclamo,Interesting let necessary establish social worry.,Llamada,Activo,2024-05-08,Jennifer Kane,Drive stop country step.
893,Reclamo,Might discover read look.,Llamada,Finalizado,2025-04-06,Daniel Lynch,Sell design book.
894,Mantenimiento,Before imagine woman.,SMS,Activo,2025-02-17,Julie Bush,Street sister of north agree.
895,Campaña,Happen any hot voice voice him.,Email,Activo,2024-07-08,Karen Barker,Concern choice us million.
896,Reclamo,Beautiful per event want.,Email,Activo,2024-06-04,Sharon Duffy PhD,Hold call through.
897,Campaña,Only physical each fish pressure executive.,Llamada,Activo,2024-09-21,Darren Ross,Concern challenge far bar.
898,Campaña,Life realize article truth make.,Email,Activo,2024-06-06,Eric Fisher,Pretty every sister ever.
899,Campaña,Make modern she.,SMS,Activo,2024-07-27,Brian Tucker,Always ready marriage live.
900,Mantenimiento,Result eight treat key conference choice.,Llamada,Finalizado,2025-02-17,Brooke Mendoza,Many center yes current able.
901,Campaña,Argue lose lose building next.,Llamada,Finalizado,2025-02-09,Nancy Carter,Here sing large low.
902,Reclamo,Worker could either least sea.,SMS,Activo,2024-07-12,Johnny Martin,Work whether change fall.
903,Campaña,Become customer official night industry because.,SMS,Finalizado,2025-01-03,Carol King,Would chair learn song.
904,Campaña,Sometimes realize man dream pull people.,Email,Activo,2024-06-05,Seth Morris,On require maybe your wish.
905,Campaña,I especially student church.,Email,Finalizado,2024-08-06,Carrie Cuevas,Trade go represent south.
906,Campaña,Baby hope production scene serious dinner.,Llamada,Finalizado,2024-04-25,Robert Villarreal,Event send left.
907,Campaña,Often others teacher year member imagine.,Email,Finalizado,2024-08-15,Robert Hardin,Director popular six than.
908,Mantenimiento,Organization democratic late say by east.,Email,Activo,2025-03-13,Angela Martinez,These amount partner.
909,Reclamo,Ready house company list player.,Email,Finalizado,2024-12-08,Michael Ellis,Tree house do hot success.
910,Campaña,Bed them within until song example.,Llamada,Finalizado,2025-03-21,Lindsay Hamilton,Man movement enter firm.
911,Campaña,Language position simple treatment.,SMS,Finalizado,2024-07-27,William Blake,Would save door expect up.
912,Reclamo,Health behind already way big.,SMS,Finalizado,2024-08-16,Jessica Gonzalez,Society main too fly talk.
913,Reclamo,Ahead smile claim.,Email,Finalizado,2024-09-10,Leonard Braun,Book doctor decide main.
914,Campaña,Social town order.,Llamada,Finalizado,2024-07-03,Thomas Hill,And hope safe statement sing.
915,Mantenimiento,Carry guess society appear low.,Llamada,Activo,2024-06-24,Stephanie Scott,Last effort study.
916,Mantenimiento,Ten right trial help.,SMS,Finalizado,2025-03-29,Mary Santana,Foot sing send include key.
917,Campaña,Job go you.,SMS,Finalizado,2024-09-25,Amy Griffin,Enjoy set everybody.
918,Reclamo,Place study sea actually gas look.,SMS,Activo,2025-01-31,Alexander Sampson,Throw camera goal event hour.
919,Campaña,Two total see century sit much.,SMS,Activo,2024-11-19,Eugene Barker,Approach third when.
920,Campaña,Huge those traditional hear establish.,SMS,Activo,2024-08-14,Robin Smith,Your building toward.
921,Campaña,Off like determine.,Llamada,Activo,2024-06-22,Holly Johnson,Night a audience maintain.
922,Reclamo,Color traditional we.,Llamada,Finalizado,2024-12-16,Charles Jones,Whose everything seek rate.
923,Campaña,Agency create her then.,Email,Finalizado,2024-07-22,Samantha Long,Perhaps many relationship.
924,Campaña,East community though time military mother.,Email,Finalizado,2025-01-11,Joshua Baldwin,Cultural loss sit final.
925,Reclamo,Vote card each down.,SMS,Activo,2025-03-11,Alicia Cooper,Shake claim everyone off we.
926,Mantenimiento,Believe reflect my.,Email,Activo,2025-03-28,Lauren Brown,Current our lead keep.
927,Reclamo,Daughter second decade record.,Llamada,Finalizado,2024-07-16,Heather Osborn,Side east protect may reach.
928,Mantenimiento,Require study way.,Email,Activo,2024-10-17,Jennifer Vega,Door affect accept agent.
929,Reclamo,Good message voice instead long behavior.,SMS,Finalizado,2024-07-15,Ricardo White,Enter night long choose they.
930,Reclamo,Lose house among hospital writer top.,Email,Finalizado,2025-03-22,Caleb Patel,Agency focus nation become.
931,Campaña,Cultural direction point respond everything.,Llamada,Finalizado,2024-11-30,James West,Air wide sell game two live.
932,Campaña,Glass director up tree team.,Llamada,Activo,2024-11-16,April Ruiz,White laugh such good Mrs.
933,Mantenimiento,Security author bring leader garden total.,SMS,Finalizado,2024-06-25,Caitlin Dominguez,Establish will way something.
934,Campaña,Along ability clear truth president.,Llamada,Activo,2024-06-24,Amy Boyle,Number employee war stand.
935,Mantenimiento,Quickly drive however television pay government.,SMS,Finalizado,2024-05-13,Lori Scott,Let discuss along.
936,Reclamo,Event different simply us sister.,Llamada,Activo,2024-05-18,Charles Velez,Box white executive care.
937,Campaña,Range dinner message.,Llamada,Activo,2024-10-02,Kristen Perkins,South however cause.
938,Mantenimiento,Term crime interesting statement recent my.,SMS,Finalizado,2025-03-03,Brittany Gaines,Mind low join put technology.
939,Reclamo,Out claim politics benefit international mission.,Llamada,Activo,2024-05-12,Jeremy Jacobs,Note century fund right risk.
940,Campaña,State doctor current common total foreign.,SMS,Finalizado,2024-11-27,John Armstrong,Present lead science type.
941,Campaña,For scientist source base.,SMS,Activo,2024-04-18,Tiffany Bates,Attention alone list dark.
942,Campaña,Political she commercial weight hold act.,Llamada,Activo,2024-05-13,David Lambert,General enough newspaper.
943,Mantenimiento,Concern who design.,Llamada,Finalizado,2024-08-07,Dana Arnold,Just here prove.
944,Campaña,Relationship than morning difference traditional.,Llamada,Finalizado,2024-06-12,Carol Freeman,Keep treatment effect single.
945,Campaña,Personal decade manager their before mention.,SMS,Activo,2025-03-02,Cindy Brennan,Debate entire now.
946,Reclamo,Involve agent former area four difficult.,Llamada,Finalizado,2024-12-02,Joshua Stokes,Build join economy quite.
947,Reclamo,Hair attack later look bank American decade.,Llamada,Activo,2024-08-07,Lori Thomas,Subject between set hair.
948,Mantenimiento,Similar several past direction.,Llamada,Finalizado,2024-09-11,Timothy Burton,Woman score total important.
949,Campaña,Choose lose suggest staff whether.,Llamada,Activo,2024-10-21,Donna Nelson,Position suffer feel.
950,Mantenimiento,Audience little operation wish early tax.,Llamada,Activo,2025-03-22,Michelle Johnson,Choose box move film chance.
951,Reclamo,Section with bring maintain.,SMS,Finalizado,2024-07-19,Johnny Williams,Day sister president.
952,Mantenimiento,Wait my notice.,Llamada,Activo,2024-06-29,Deanna Simmons,Dream consider reality.
953,Campaña,Hour international start PM.,SMS,Activo,2024-05-30,Jeremy Howard,Exactly game near assume.
954,Mantenimiento,Thousand happen show.,Llamada,Activo,2024-08-18,Amanda Michael,Thought unit authority.
955,Campaña,Author reason middle difference put general.,Llamada,Activo,2025-01-24,Kimberly Mann,Effort sing sing.
956,Reclamo,Southern save young land grow remember stock.,SMS,Finalizado,2024-12-07,Alan Kemp,Economic force current group.
957,Reclamo,Over market like.,Email,Finalizado,2024-10-08,Daniel Holland,Various bring quite.
958,Campaña,Participant take involve.,SMS,Finalizado,2024-10-13,Stacey Manning,Into believe space.
959,Campaña,Mention very majority public degree.,Email,Finalizado,2025-01-22,Sarah Rasmussen,Chance out three.
960,Reclamo,Once talk such.,SMS,Activo,2024-06-08,Karen Glover,List wish style thus leave.
961,Reclamo,Coach floor effect.,Email,Finalizado,2024-05-15,Caleb Hammond,Policy consumer ago.
962,Reclamo,Citizen different sit tell.,SMS,Finalizado,2024-11-04,Lisa Figueroa,Like write how foot.
963,Mantenimiento,Involve traditional a former hour me.,Email,Activo,2024-09-11,Lauren Black,Exist break hear at account.
964,Reclamo,Area security speech property.,Llamada,Finalizado,2024-10-26,Valerie Wilson,Interview someone stage.
965,Campaña,Anyone board which gas important leave.,SMS,Activo,2024-04-25,Lisa Hodges,Option very social.
966,Reclamo,Bring dream trial age movement push.,Email,Finalizado,2024-10-12,Marcia Swanson,Hit may whole may.
967,Mantenimiento,Majority during response summer party eye.,Email,Activo,2024-06-28,Holly Reed,Visit sort both describe.
968,Reclamo,Sing sort forget chair.,Llamada,Activo,2024-10-12,Michael Rivera,Police college edge tough.
969,Mantenimiento,None card coach.,Email,Activo,2024-08-09,Kimberly Edwards,Wear road give movement.
970,Campaña,Now fill manage consider.,Llamada,Finalizado,2024-08-06,Stephen Martinez,And truth everyone agency.
971,Mantenimiento,Stop dog call recently consumer.,Llamada,Finalizado,2025-02-21,John Smith,Middle on ago laugh.
972,Mantenimiento,Eye Congress source rich.,Email,Finalizado,2024-06-08,Brenda Bryant,Throw carry it simply heart.
973,Campaña,Middle less since deal part.,Email,Finalizado,2024-10-25,Brandy Cooper,See time morning best.
974,Mantenimiento,Ago activity happy scientist save.,Email,Finalizado,2024-06-27,Lisa Edwards,Put base good movement.
975,Reclamo,History career good interesting.,Llamada,Activo,2024-08-24,Guy Mcdonald,Any item pattern difference.
976,Campaña,Unit course tell.,SMS,Finalizado,2024-12-30,Corey Calderon,Score score body.
977,Reclamo,Dream hospital best identify final.,Llamada,Activo,2024-07-02,Margaret Jensen,Worry time eat investment.
978,Reclamo,Mr southern natural six.,Email,Finalizado,2025-01-28,Alexander Brown,Hotel charge full argue rest.
979,Mantenimiento,Then collection old.,Email,Finalizado,2024-04-11,Catherine Pierce,Culture seek side fight.
980,Reclamo,Crime happy clearly agency.,SMS,Finalizado,2024-05-06,Deborah Preston,Play table trip.
981,Mantenimiento,Leader sell by.,Llamada,Finalizado,2024-10-23,Gregory Lawson,Blood sell position doctor.
982,Campaña,It language community pick property after.,Email,Activo,2024-06-12,Kelly Porter,Together heart nothing well.
983,Reclamo,Write assume sport.,Llamada,Finalizado,2024-08-25,Kyle Jones,Day six first new Congress.
984,Reclamo,Response laugh world.,SMS,Activo,2024-06-11,Samantha Whitaker,What right on heart.
985,Campaña,Hold none through.,Email,Finalizado,2024-08-15,Carol Hebert,Cost back shake plant.
986,Reclamo,Wide effect huge really full center.,Email,Finalizado,2025-03-30,Gavin Vega,Foot agent sense century.
987,Mantenimiento,Pick player campaign gas others sell.,Email,Activo,2024-12-15,Kelly Kelly,Just life the attack.
988,Mantenimiento,Happy process herself.,Email,Activo,2024-11-01,Brenda Casey,Yard either her I.
989,Mantenimiento,Impact note eat hotel.,Email,Activo,2024-12-10,Shawn Jones,Where letter heart history.
990,Reclamo,Focus house hot focus.,Email,Activo,2024-08-19,Derrick Hernandez,Service direction fire.
991,Campaña,Cup management realize commercial.,Llamada,Finalizado,2024-08-06,Laurie Jackson,Against whole money last.
992,Campaña,Write series for defense.,Email,Finalizado,2024-10-07,Glenn Peck,Reason off speak.
993,Reclamo,Itself smile fine.,SMS,Finalizado,2024-05-14,Leslie Taylor,War form source budget.
994,Reclamo,Use attorney adult exist agree.,Llamada,Activo,2024-08-12,Justin Key,Join office save mouth.
995,Mantenimiento,Say production information.,SMS,Finalizado,2024-05-13,Travis Hill,Natural final development.
996,Mantenimiento,Technology federal all so dark.,Email,Finalizado,2024-09-01,Scott Ramsey,Education join than.
997,Reclamo,Example seek chair unit.,Email,Finalizado,2024-12-05,Kelly Shaffer,Bed citizen consider.
998,Campaña,Write product huge.,Llamada,Finalizado,2025-02-18,Kayla Nguyen,Wall fear main put.
999,Campaña,Admit reason item.,SMS,Activo,2024-04-14,Amanda Swanson,Speech care policy something.
1000,Reclamo,Him from tonight phone short miss.,SMS,Finalizado,2024-12-22,Sydney Fuller,Bag analysis get allow.
